Timestamp;.superwatch_ch00
0;94.194031
1119;94.246658
2903;94.351212
4895;94.454842
6887;94.557541
8891;94.659302
10903;94.760132
12898;94.810196
14895;94.958969
16898;95.056992
19104;95.154076
20906;95.250214
22897;95.345421
24920;95.439682
26881;95.532997
28877;95.625374
30874;95.716805
32877;95.762169
34933;95.896835
36910;95.985428
38894;96.073074
40893;96.159775
42898;96.245529
44892;96.330322
46915;96.414169
48880;96.497070
50881;96.538162
52874;96.619637
54874;96.740051
56877;96.819130
58914;96.897263
60901;96.974442
62897;97.050652
64899;97.125908
66893;97.200203
68910;97.273544
70880;97.345917
72879;97.381752
74875;97.487793
76874;97.557297
78875;97.625824
80918;97.693390
82903;97.759995
84901;97.825638
86897;97.890305
88893;97.954018
90914;98.016754
92873;98.047760
94878;98.139336
96877;98.199173
98877;98.258034
100878;98.315933
102915;98.372864
104902;98.428818
106894;98.483810
108893;98.537819
110897;98.590858
112915;98.642929
114878;98.694023
116881;98.744141
118877;98.793289
120879;98.841454
122921;98.888649
124912;98.934868
126898;98.980110
128894;99.024376
130900;99.067665
132896;99.109970
134917;99.151306
136883;99.191658
138874;99.231033
140881;99.269432
142877;99.306847
144871;99.343285
146911;99.378738
148897;99.413208
150900;99.446701
152898;99.479218
154894;99.510742
156914;99.541290
158896;99.570862
160894;99.599442
162894;99.627037
164891;99.653656
166911;99.679283
168874;99.703934
170876;99.727600
172872;99.739059
174871;99.771973
176873;99.792686
178917;99.812408
180899;99.831154
182895;99.848907
184896;99.865685
186893;99.881462
188911;99.896263
190878;99.910072
192874;99.916611
194873;99.934746
196880;99.945602
198928;99.955467
200911;99.960030
202904;99.972244
204898;99.979149
206897;99.985077
208892;99.990005
210910;99.993958
212877;99.995560
214882;99.998894
216878;99.999878
218876;99.999878
220912;99.998894
222876;99.996918
224874;99.993958
226874;99.990005
228878;99.985077
230878;99.979149
232905;99.972244
234878;99.964348
236877;99.955467
238871;99.945602
240880;99.934746
242915;99.922905
244884;99.910072
246879;99.896263
248879;99.881462
250874;99.865685
252873;99.857422
254918;99.831154
256899;99.812408
258900;99.792686
260900;99.771973
262895;99.750282
264915;99.727600
266880;99.703941
268875;99.679283
270877;99.653656
272876;99.640472
274874;99.599442
276898;99.570862
278876;99.541298
280879;99.510750
282875;99.479218
284877;99.446701
287028;99.413208
288904;99.378738
290903;99.343285
292895;99.325188
294894;99.269432
296896;99.231033
298913;99.191666
300905;99.151306
302898;99.109978
304896;99.067673
306894;99.024376
308915;98.980110
310881;98.934868
312878;98.911888
314873;98.841461
316875;98.793289
319041;98.744141
320906;98.694023
322897;98.642929
324894;98.590866
326896;98.537819
328893;98.483810
330917;98.428818
332898;98.400970
334895;98.315941
336898;98.258041
338894;98.199173
340917;98.139343
342880;98.078529
344876;98.016754
346873;97.954018
348875;97.890312
350907;97.858093
352881;97.792938
354874;97.693398
356877;97.625824
358874;97.557297
360880;97.487801
362916;97.417343
364899;97.345932
366890;97.273544
368896;97.200211
370897;97.125916
372917;97.050652
374878;96.974442
376874;96.897270
378875;96.819138
380879;96.740051
382878;96.660019
384911;96.579018
386898;96.497078
388896;96.414177
390897;96.330330
392892;96.288048
394910;96.159782
396877;96.073082
398871;95.985428
400874;95.896843
402877;95.807297
404875;95.716812
406911;95.625374
408896;95.533005
410899;95.439682
412896;95.392670
414895;95.250221
416914;95.154076
418878;95.057007
420876;94.958984
422878;94.860031
424868;94.760132
426874;94.659302
428917;94.557549
430901;94.454849
432893;94.403152
434894;94.246666
436892;94.141174
438915;94.034752
440880;93.927414
442876;93.819138
444873;93.709938
446880;93.599823
448870;93.488770
450915;93.376801
452892;93.320465
454893;93.150101
456895;93.035362
458890;92.919716
460912;92.803146
462874;92.685661
464875;92.567268
466880;92.447952
468874;92.327728
470879;92.206596
472914;92.084557
474895;91.961601
476893;91.837738
478891;91.712967
480895;91.587296
482908;91.460724
484873;91.333237
486874;91.204857
488873;91.075584
490874;90.945396
492932;90.814323
494914;90.682343
496899;90.549477
498893;90.415726
500897;90.348503
502896;90.145515
504915;90.009079
506881;89.871750
508878;89.733551
510878;89.594452
512876;89.524567
514920;89.313599
516883;89.171860
518872;89.029228
520875;88.885727
522876;88.741348
524874;88.596085
526898;88.449951
528880;88.302948
530881;88.155067
532878;88.080811
534874;87.856712
537049;87.706230
538903;87.554893
540897;87.402679
542895;87.249603
544892;87.095680
546893;86.940880
548913;86.785217
550881;86.628708
552873;86.550140
554882;86.313126
556876;86.154068
559051;85.994141
560901;85.833374
562894;85.671753
564892;85.509285
566893;85.345985
568893;85.181847
570917;85.016853
572884;84.934029
574878;84.684357
576878;84.516853
578876;84.348511
580926;84.179352
582917;84.009354
584893;83.838524
586896;83.666870
588902;83.494385
590900;83.321075
592916;83.146980
594899;82.972023
596897;82.796249
598890;82.619667
600899;82.442268
602919;82.264053
604878;82.085037
606872;81.905197
608886;81.724556
610875;81.543098
612874;81.452087
614915;81.177780
616898;80.993942
618894;80.809280
620901;80.623817
622893;80.437561
624913;80.250511
626880;80.062675
628874;79.874062
630878;79.684647
632872;79.589630
634874;79.303452
636914;79.111679
638880;78.919128
640873;78.725800
642873;78.531693
644873;78.336807
646912;78.141167
648881;77.944740
650878;77.846237
652877;77.648666
654878;77.350861
656875;77.151367
658895;76.951111
660882;76.750099
662876;76.548340
664870;76.345810
666880;76.142532
668926;75.938499
670903;75.733719
672900;75.631050
674896;75.321922
676894;75.114906
678893;74.907150
680922;74.698647
682880;74.489410
684874;74.279442
686877;74.068748
688877;73.857307
690930;73.645142
692913;73.432251
694894;73.218636
696896;73.004295
698893;72.789253
700901;72.573486
702913;72.356995
704896;72.139786
706896;71.921860
708896;71.703232
710892;71.483910
712915;71.263863
714872;71.043121
716875;70.821671
718870;70.599525
720874;70.376678
722933;70.153160
724910;69.928932
726896;69.816551
728894;69.478401
730902;69.252106
732894;69.138702
734917;68.797478
736873;68.569145
738879;68.340126
740876;68.110435
742876;67.880074
744923;67.649040
746876;67.417358
748871;67.184998
750872;66.951965
752875;66.835213
754876;66.483948
756903;66.248940
758878;66.013298
760878;65.776993
762871;65.540031
764874;65.302429
766916;65.064178
768884;64.825287
770873;64.585777
772875;64.465759
774873;64.104805
776877;63.863361
778912;63.621296
780906;63.378597
782896;63.135296
784893;62.891354
786892;62.646790
788912;62.401604
790882;62.155807
792878;62.032688
794877;61.662388
796871;61.414753
798872;61.166519
800917;61.042183
802895;60.668228
804892;60.418213
806891;60.167568
808893;59.916359
810955;59.664536
812908;59.538414
814898;59.159122
816897;58.905560
818895;58.651394
820897;58.396656
822903;58.141335
824879;57.885437
826876;57.628979
828877;57.371964
830879;57.114365
833036;56.856201
834898;56.597477
836896;56.338192
838894;56.078358
840895;55.817978
842898;55.557037
844900;55.295544
846879;55.033512
848874;54.770927
850877;54.507809
852877;54.376053
854934;53.979977
856905;53.715248
858895;53.449989
860898;53.184204
862897;52.917915
864893;52.651100
866908;52.383751
868895;52.115883
870899;51.847500
872896;51.713127
874893;51.309196
876914;51.039307
878872;50.768894
880879;50.497978
882883;50.226570
884874;49.954655
886941;49.682255
888901;49.409382
890898;49.136005
892895;48.999119
894891;48.587791
896892;48.312962
898910;48.037659
900900;47.761898
902893;47.485649
904893;47.208931
906895;46.931747
908918;46.654099
910880;46.375992
912874;46.236778
914875;45.818428
916873;45.538975
918875;45.259052
920917;44.978683
922894;44.697872
924895;44.416637
926892;44.134945
928894;43.852818
930912;43.570255
932878;43.428825
934877;43.003849
936877;42.720028
938881;42.435760
940880;42.151081
942914;41.865982
944881;41.580467
946871;41.294567
948873;41.008240
950880;40.864910
952873;40.577976
954920;40.146832
956899;39.858898
958896;39.570599
960894;39.281879
962894;38.992775
964915;38.703285
966876;38.413418
968876;38.123165
970877;37.832584
972877;37.687119
974954;37.250214
976896;36.958477
978890;36.666374
980897;36.373913
982897;36.081112
984892;35.787930
986918;35.494400
988877;35.200516
990881;34.906284
992875;34.759052
994879;34.316818
996912;34.021561
998876;33.725971
1000880;33.430046
1002873;33.133793
1004874;32.837212
1006874;32.540329
1008900;32.243107
1010882;31.945559
1012876;31.796658
1014876;31.349527
1016878;31.051048
1018914;30.752283
1020880;30.453190
1022877;30.153799
1024870;29.854134
1026876;29.554150
1028872;29.253874
1030921;28.953331
1032900;28.802931
1034900;28.351349
1036892;28.049934
1038892;27.748245
1040914;27.446281
1042878;27.144072
1044874;26.841568
1046881;26.538801
1048877;26.235771
1050876;25.932482
1052896;25.628939
1054877;25.325165
1056879;25.021118
1058880;24.716824
1060871;24.412287
1062919;24.107508
1064876;23.802490
1066879;23.497261
1068881;23.191778
1070874;22.886066
1072875;22.733135
1074916;22.273966
1076899;21.967585
1078894;21.661034
1080895;21.354221
1082898;21.047199
1084912;20.739969
1086880;20.432533
1088875;20.124922
1090874;19.817085
1092869;19.663082
1094873;19.200832
1096912;18.892418
1098901;18.583818
1100901;18.429462
1102899;17.966097
1104891;17.656956
1106915;17.347641
1108880;17.038157
1110874;16.728500
1112874;16.573624
1114876;16.108725
1116930;15.798585
1118906;15.488288
1120901;15.177840
1122894;14.867240
1124892;14.556519
1126892;14.245629
1128901;13.934599
1130877;13.623433
1132874;13.467834
1134879;13.000721
1136876;12.689183
1138874;12.377496
1140915;12.065687
1142903;11.753759
1144894;11.441715
1146896;11.129559
1148892;10.817315
1150921;10.504942
1152886;10.348703
1154875;9.879887
1156875;9.567211
1158877;9.254441
1160933;8.941605
1162914;8.628655
1164897;8.315620
1166893;8.002504
1168891;7.689308
1170898;7.376037
1172917;7.062716
1174888;6.749302
1176874;6.435822
1178873;6.122278
1180872;5.808673
1182875;5.495012
1184913;5.181319
1186902;4.867576
1188895;4.553761
1190900;4.239901
1192897;4.082967
1194906;3.612057
1196882;3.298105
1198874;2.984096
1200879;2.670057
1202879;2.355993
1204914;2.041904
1206878;1.727796
1208880;1.413695
1210879;1.099556
1212877;0.942470
1214876;0.471248
1216915;0.157085
1218903;-0.157079
1220899;-0.471218
1222893;-0.785375
1224897;-1.099525
1226917;-1.413665
1228877;-1.727790
1230879;-2.041898
1232877;-2.198933
1234875;-2.670027
1236914;-2.984066
1238880;-3.298074
1240876;-3.612027
1242876;-3.925944
1244878;-4.239846
1246877;-4.553706
1248911;-4.867522
1250896;-5.024400
1252901;-5.338142
1254894;-5.808643
1256896;-6.122248
1258911;-6.435792
1260877;-6.749272
1262873;-7.062686
1264872;-7.376031
1266872;-7.689279
1268933;-8.002474
1270916;-8.315591
1272904;-8.472131
1274898;-8.941574
1276900;-9.254436
1278899;-9.567182
1280915;-9.879857
1282880;-10.192435
1284876;-10.504911
1286874;-10.817286
1288872;-11.129552
1290870;-11.441686
1292914;-11.753706
1294898;-12.065634
1296899;-12.377443
1298893;-12.689130
1300894;-13.000690
1302915;-13.312101
1304877;-13.623403
1306875;-13.934570
1308878;-14.245600
1310873;-14.556490
1312872;-14.711868
1314912;-15.177811
1316905;-15.488259
1318893;-15.798555
1320899;-16.108694
1322894;-16.418676
1324916;-16.728497
1326880;-17.038126
1328872;-17.347612
1330876;-17.656927
1332873;-17.811506
1334875;-18.275030
1336915;-18.583813
1338903;-18.892389
1340901;-19.200802
1342896;-19.509026
1344898;-19.817057
1346910;-20.124868
1348880;-20.432505
1350878;-20.739916
1352871;-20.893570
1354873;-21.354168
1356931;-21.660980
1358911;-21.967579
1360902;-22.273960
1362894;-22.580097
1364892;-22.886036
1366895;-23.191748
1368915;-23.497232
1370879;-23.802485
1372875;-23.955011
1374873;-24.412256
1376877;-24.716795
1379042;-25.021088
1380903;-25.325138
1382898;-25.628933
1384893;-25.932476
1386895;-26.235741
1388894;-26.538771
1390914;-26.841539
1392880;-26.992813
1394876;-27.446276
1396873;-27.748240
1398877;-28.049908
1400878;-28.200659
1402912;-28.652430
1404897;-28.953281
1406895;-29.253843
1408890;-29.554098
1410897;-29.854084
1412904;-30.153772
1414882;-30.453163
1416872;-30.752254
1418875;-31.051043
1420883;-31.349501
1423063;-31.647673
1424909;-31.945532
1426899;-32.243076
1428894;-32.540302
1430894;-32.837208
1432896;-32.985527
1434913;-33.430019
1436879;-33.725945
1438881;-34.021534
1440877;-34.316792
1442878;-34.611706
1445049;-34.906258
1446905;-35.200489
1448894;-35.494373
1450901;-35.787903
1452895;-35.934525
1454899;-36.373882
1456911;-36.666325
1458896;-36.958427
1460893;-37.250168
1462897;-37.541534
1464896;-37.832535
1466916;-38.123161
1468878;-38.413387
1470875;-38.703259
1472877;-38.848064
1474881;-39.281853
1476870;-39.426250
1478915;-39.858894
1480899;-40.146805
1482893;-40.434341
1484893;-40.721478
1486895;-41.008209
1488914;-41.294540
1490882;-41.580467
1492881;-41.723259
1494869;-42.151054
1496876;-42.435734
1498873;-42.720001
1500915;-43.003841
1502901;-43.287262
1504892;-43.570229
1506889;-43.852791
1508895;-44.134895
1510895;-44.416592
1512876;-44.557262
1514880;-44.978657
1516872;-45.259007
1518876;-45.538925
1520937;-45.818401
1522917;-46.097420
1524900;-46.375988
1526896;-46.654095
1528894;-46.931721
1530899;-47.208904
1532913;-47.485622
1534896;-47.761871
1536894;-48.037647
1538895;-48.312950
1540898;-48.587757
1542926;-48.862106
1544902;-49.135971
1546896;-49.409351
1548891;-49.682243
1550901;-49.818497
1552892;-50.090652
1554912;-50.497948
1556875;-50.768864
1558871;-51.039280
1560875;-51.309193
1562873;-51.578552
