Timestamp;.superwatch_ch00;.superwatch_ch01;.superwatch_ch02;.superwatch_ch03
155646;58.651394;23.191795;-15.798545;-52.383698
157607;58.396656;22.886086;-16.108683;-52.651047
159609;58.141335;22.580147;-16.418659;-52.917881
161614;57.885437;22.273981;-16.728481;-53.184189
163606;57.628979;21.967602;-17.038139;-53.449978
165606;57.371964;21.661026;-17.347605;-53.715210
167642;57.114365;21.354214;-17.656914;-53.979946
169631;56.856201;21.047195;-17.966047;-54.244129
171623;56.597477;20.739964;-18.275017;-54.507793
173626;56.338192;20.432529;-18.583805;-54.770916
175627;56.078358;20.124897;-18.892395;-55.033493
177649;55.817978;19.817078;-19.200790;-55.295509
179611;55.557037;19.509050;-19.509014;-55.557007
181606;55.295544;19.200825;-19.817043;-55.817951
183612;55.033512;18.892420;-20.124876;-56.078339
185608;54.770927;18.583817;-20.432510;-56.338181
187802;54.507809;18.275034;-20.739946;-56.597458
189630;54.244167;17.966089;-21.047157;-56.856167
191628;53.979977;17.656952;-21.354181;-57.114326
193628;53.715248;17.347639;-21.660990;-57.371925
195629;53.449989;17.038149;-21.967587;-57.628967
197623;53.184204;16.728500;-22.273970;-57.885426
199647;52.917915;16.418701;-22.580105;-58.141296
201610;52.651100;16.108746;-22.886021;-58.396603
203607;52.383751;15.798605;-23.191734;-58.651340
205603;52.115883;15.488306;-23.497221;-58.905506
207604;51.847500;15.177861;-23.802467;-59.159088
209707;51.578606;14.867261;-24.107487;-59.412086
211633;51.309196;14.556512;-24.412266;-59.664501
213629;51.039307;14.245647;-24.716785;-59.916306
215628;50.768894;13.934615;-25.021080;-60.167538
217629;50.497978;13.623449;-25.325125;-60.418182
219624;50.226570;13.312152;-25.628918;-60.668213
221646;49.954655;13.000715;-25.932467;-60.917664
223629;49.682255;12.689156;-26.235750;-61.166500
225627;49.409382;12.377492;-26.538759;-61.414719
227625;49.136005;12.065685;-26.841528;-61.662354
229628;48.862137;11.753756;-27.144028;-61.909378
231647;48.587791;11.441710;-27.446264;-62.155788
233617;48.312962;11.129552;-27.748230;-62.401592
235614;48.037659;10.817286;-28.049923;-62.646770
237605;47.761898;10.504934;-28.351303;-62.891323
239605;47.485649;10.192457;-28.652441;-63.135265
241608;47.208931;9.879878;-28.953289;-63.378586
243643;46.931747;9.567207;-29.253853;-63.621284
245633;46.654099;9.254435;-29.554129;-63.863350
247630;46.375992;8.941573;-29.854118;-64.104782
249627;46.097446;8.628646;-30.153784;-64.345573
251624;45.818428;8.315614;-30.453173;-64.585739
253645;45.538975;8.002520;-30.752245;-64.825264
255608;45.259052;7.689324;-31.051031;-65.064148
257603;44.978683;7.376051;-31.349512;-65.302399
259607;44.697872;7.062709;-31.647688;-65.540001
261606;44.416637;6.749320;-31.945524;-65.776947
263601;44.134945;6.435835;-32.243069;-66.013252
265648;43.852818;6.122294;-32.540291;-66.248909
267629;43.570255;5.808687;-32.837200;-66.483917
269627;43.287266;5.495027;-33.133774;-66.718269
271625;43.003849;5.181310;-33.430035;-66.951958
273625;42.720028;4.867568;-33.725937;-67.184967
275647;42.435760;4.553750;-34.021530;-67.417336
277610;42.151081;4.239893;-34.316784;-67.649040
279609;41.865982;3.925988;-34.611694;-67.880066
281606;41.580467;3.612047;-34.906273;-68.110428
283608;41.294567;3.298095;-35.200481;-68.340096
285807;41.008240;2.984092;-35.494362;-68.569115
287638;40.721504;2.670050;-35.787891;-68.797455
289627;40.434368;2.355984;-36.081074;-69.025108
291625;40.146832;2.041897;-36.373901;-69.252098
293628;39.858898;1.727790;-36.666359;-69.478386
295634;39.570599;1.413688;-36.958443;-69.703987
297646;39.281879;1.099548;-37.250183;-69.928909
299628;38.992775;0.785396;-37.541550;-70.153130
301627;38.703285;0.471237;-37.832550;-70.376678
303625;38.413418;0.157079;-38.123169;-70.599518
305626;38.123165;-0.157088;-38.413422;-70.821671
307641;37.832584;-0.471202;-38.703247;-71.043083
309613;37.541588;-0.785363;-38.992741;-71.263832
311604;37.250214;-1.099512;-39.281841;-71.483871
313605;36.958477;-1.413649;-39.570560;-71.703217
315607;36.666374;-1.727775;-39.858883;-71.921844
317608;36.373913;-2.041879;-40.146812;-72.139763
319645;36.081112;-2.355948;-40.434334;-72.356956
321631;35.787930;-2.670011;-40.721466;-72.573448
323626;35.494400;-2.984050;-41.008205;-72.789230
325629;35.200516;-3.298062;-41.294533;-73.004288
327622;34.906284;-3.612036;-41.580460;-73.218628
329646;34.611710;-3.925976;-41.865974;-73.432251
331614;34.316818;-4.239854;-42.151047;-73.645126
333605;34.021561;-4.553718;-42.435730;-73.857292
335611;33.725971;-4.867530;-42.719994;-74.068726
337603;33.430046;-5.181301;-43.003834;-74.279427
339607;33.133793;-5.495018;-43.287258;-74.489403
341641;32.837212;-5.808678;-43.570248;-74.698647
343629;32.540329;-6.122258;-43.852787;-74.907127
345631;32.243107;-6.435800;-44.134911;-75.114891
347626;31.945559;-6.749281;-44.416607;-75.321899
349627;31.647699;-7.062697;-44.697865;-75.528183
351649;31.349527;-7.376039;-44.978672;-75.733711
353614;31.051048;-7.689312;-45.259041;-75.938492
355612;30.752283;-8.002483;-45.538940;-76.142509
357605;30.453190;-8.315599;-45.818413;-76.345787
359607;30.153799;-8.628633;-46.097435;-76.548317
361690;29.854134;-8.941558;-46.375977;-76.750069
363630;29.554150;-9.254419;-46.654091;-76.951096
365631;29.253874;-9.567192;-46.931732;-77.151344
367624;28.953331;-9.879843;-47.208900;-77.350822
369622;28.652481;-10.192421;-47.485615;-77.549561
371628;28.351349;-10.504895;-47.761864;-77.747520
373647;28.049934;-10.817271;-48.037647;-77.944717
375613;27.748245;-11.129538;-48.312950;-78.141144
377607;27.446281;-11.441692;-48.587776;-78.336807
379606;27.144072;-11.753714;-48.862106;-78.531677
381607;26.841568;-12.065643;-49.135971;-78.725784
383643;26.538801;-12.377453;-49.409348;-78.919121
385611;26.235771;-12.689137;-49.682243;-79.111671
387605;25.932482;-13.000705;-49.954647;-79.303452
389610;25.628939;-13.312131;-50.226559;-79.494438
391610;25.325165;-13.623415;-50.497948;-79.684631
393606;25.021118;-13.934581;-50.768864;-79.874054
395639;24.716824;-14.245608;-51.039272;-80.062675
397605;24.412287;-14.556496;-51.309181;-80.250511
399605;24.107508;-14.867243;-51.578587;-80.437561
401613;23.802490;-15.177840;-51.847481;-80.623817
403603;23.497261;-15.488270;-52.115845;-80.809265
405683;23.191778;-15.798564;-52.383717;-80.993919
407630;22.886066;-16.108704;-52.651066;-81.177788
409627;22.580128;-16.418686;-52.917896;-81.360847
411626;22.273966;-16.728504;-53.184212;-81.543106
413629;21.967585;-17.038158;-53.449993;-81.724556
415625;21.661034;-17.347599;-53.715218;-81.905167
417645;21.354221;-17.656912;-53.979939;-82.085014
419636;21.047199;-17.966055;-54.244129;-82.264038
421630;20.739969;-18.275017;-54.507797;-82.442261
423623;20.432533;-18.583797;-54.770916;-82.619652
425630;20.124922;-18.892374;-55.033482;-82.796227
427647;19.817085;-19.200785;-55.295517;-82.971992
429609;19.509054;-19.509012;-55.557007;-83.146950
431611;19.200832;-19.817043;-55.817951;-83.321075
433606;18.892418;-20.124876;-56.078346;-83.494385
435608;18.583818;-20.432510;-56.338181;-83.666862
437607;18.275061;-20.739923;-56.597443;-83.838509
439649;17.966097;-21.047153;-56.856167;-84.009338
441629;17.656956;-21.354177;-57.114334;-84.179344
443624;17.347641;-21.660992;-57.371933;-84.348511
445626;17.038157;-21.967588;-57.628967;-84.516853
447622;16.728500;-22.273972;-57.885433;-84.684357
449646;16.418705;-22.580105;-58.141304;-84.851006
451609;16.108725;-22.886047;-58.396618;-85.016846
453602;15.798585;-23.191759;-58.651363;-85.181831
455603;15.488288;-23.497240;-58.905529;-85.345985
457602;15.177840;-23.802494;-59.159111;-85.509293
459607;14.867240;-24.107510;-59.412109;-85.671753
461645;14.556519;-24.412268;-59.664505;-85.833366
463630;14.245629;-24.716803;-59.916328;-85.994133
465630;13.934599;-25.021097;-60.167557;-86.154053
467626;13.623433;-25.325144;-60.418194;-86.313126
469623;13.312154;-25.628918;-60.668217;-86.471329
471646;13.000721;-25.932465;-60.917664;-86.628708
473609;12.689183;-26.235727;-61.166485;-86.785194
475604;12.377496;-26.538757;-61.414726;-86.940857
477605;12.065687;-26.841522;-61.662354;-87.095650
479603;11.753759;-27.144028;-61.909378;-87.249588
481602;11.441715;-27.446264;-62.155796;-87.402664
483640;11.129559;-27.748224;-62.401592;-87.554878
485628;10.817315;-28.049892;-62.646751;-87.706223
487627;10.504942;-28.351307;-62.891323;-87.856705
489624;10.192464;-28.652435;-63.135262;-88.006317
491624;9.879887;-28.953287;-63.378586;-88.155060
493647;9.567211;-29.253849;-63.621284;-88.302940
495605;9.254441;-29.554129;-63.863350;-88.449951
497611;8.941605;-29.854090;-64.104767;-88.596085
499609;8.628655;-30.153778;-64.345566;-88.741333
501606;8.315620;-30.453173;-64.585739;-88.885719
503609;8.002504;-30.752260;-64.825272;-89.029221
505648;7.689308;-31.051048;-65.064171;-89.171860
507635;7.376037;-31.349531;-65.302422;-89.313599
509628;7.062716;-31.647678;-65.540001;-89.454453
511626;6.749302;-31.945538;-65.776962;-89.594437
513624;6.435822;-32.243084;-66.013268;-89.733543
515646;6.122278;-32.540306;-66.248932;-89.871750
517612;5.808673;-32.837215;-66.483932;-90.009071
519609;5.495012;-33.133793;-66.718277;-90.145508
521606;5.181319;-33.430023;-66.951950;-90.281052
523605;4.867576;-33.725925;-67.184967;-90.415695
525608;4.553761;-34.021523;-67.417336;-90.549461
527644;4.239901;-34.316772;-67.649033;-90.682327
529635;3.925998;-34.611691;-67.880066;-90.814308
531628;3.612057;-34.906265;-68.110428;-90.945389
533624;3.298105;-35.200470;-68.340096;-91.075562
535629;2.984096;-35.494354;-68.569107;-91.204842
537642;2.670057;-35.787888;-68.797455;-91.333229
539613;2.355993;-36.081066;-69.025108;-91.460709
541606;2.041904;-36.373890;-69.252090;-91.587280
543609;1.727796;-36.666359;-69.478386;-91.712967
545612;1.413695;-36.958431;-69.703972;-91.837723
547644;1.099556;-37.250172;-69.928902;-91.961586
549616;0.785405;-37.541542;-70.153130;-92.084541
551614;0.471248;-37.832542;-70.376671;-92.206589
553602;0.157085;-38.123165;-70.599518;-92.327728
555607;-0.157079;-38.413418;-70.821663;-92.447952
557609;-0.471218;-38.703270;-71.043091;-92.567253
559635;-0.785375;-38.992752;-71.263840;-92.685654
561628;-1.099525;-39.281860;-71.483887;-92.803139
563623;-1.256585;-39.426250;-71.593628;-92.861526
565631;-1.727790;-39.858902;-71.921852;-93.035355
567625;-2.041898;-40.146835;-72.139778;-93.150085
569649;-2.355963;-40.434345;-72.356964;-93.263885
571610;-2.670027;-40.721481;-72.573463;-93.376785
573602;-2.984066;-41.008221;-72.789238;-93.488762
575603;-3.298074;-41.294544;-73.004303;-93.599808
577610;-3.612027;-41.580452;-73.218628;-93.709923
579805;-3.925944;-41.865940;-73.432228;-93.819122
581635;-4.239846;-42.151039;-73.645119;-93.927391
583618;-4.553706;-42.435722;-73.857285;-94.034737
585628;-4.867522;-42.719986;-74.068718;-94.141159
587626;-5.181289;-43.003826;-74.279419;-94.246651
589627;-5.495005;-43.287243;-74.489395;-94.351212
591644;-5.808643;-43.570213;-74.698624;-94.454834
593630;-6.122248;-43.852772;-74.907120;-94.557526
595622;-6.435792;-44.134907;-75.114876;-94.659294
597629;-6.749272;-44.416595;-75.321892;-94.760117
599628;-7.062686;-44.697849;-75.528168;-94.860008
601644;-7.376031;-44.978664;-75.733704;-94.958969
603612;-7.689279;-45.259010;-75.938469;-95.056984
605610;-8.002474;-45.538937;-76.142502;-95.154068
607606;-8.315591;-45.818405;-76.345787;-95.250206
609610;-8.628626;-46.097427;-76.548317;-95.345413
611611;-8.941574;-46.375992;-76.750084;-95.439674
613642;-9.254436;-46.654099;-76.951103;-95.532997
615628;-9.567182;-46.931725;-77.151337;-95.625366
617629;-9.879857;-47.208912;-77.350838;-95.716797
619628;-10.192435;-47.485630;-77.549568;-95.807281
621627;-10.504911;-47.761879;-77.747528;-95.896820
623645;-10.817286;-48.037659;-77.944725;-95.985428
625614;-11.129552;-48.312958;-78.141159;-96.073074
627608;-11.441686;-48.587769;-78.336807;-96.159767
629607;-11.753706;-48.862095;-78.531670;-96.245514
631609;-12.065634;-49.135963;-78.725777;-96.330315
633691;-12.377443;-49.409340;-78.919113;-96.414169
635632;-12.689130;-49.682232;-79.111664;-96.497063
637629;-13.000690;-49.954636;-79.303436;-96.579018
639627;-13.312101;-50.226521;-79.494415;-96.660004
641623;-13.623403;-50.497936;-79.684624;-96.740044
643627;-13.934570;-50.768852;-79.874039;-96.819130
645639;-14.245600;-51.039268;-80.062668;-96.897255
647610;-14.556490;-51.309181;-80.250511;-96.974426
649605;-14.867234;-51.578583;-80.437561;-97.050644
651604;-15.177811;-51.847458;-80.623802;-97.125893
653606;-15.488259;-52.115841;-80.809258;-97.200195
655606;-15.798555;-52.383709;-80.993912;-97.273529
657645;-16.108694;-52.651058;-81.177780;-97.345917
659626;-16.418676;-52.917892;-81.360840;-97.417328
661628;-16.728497;-53.184204;-81.543098;-97.487793
663626;-17.038126;-53.449966;-81.724533;-97.557281
665630;-17.347612;-53.715229;-81.905182;-97.625824
667631;-17.656927;-53.979950;-82.085022;-97.693382
669607;-17.966068;-54.244148;-82.264038;-97.759995
671607;-18.275030;-54.507805;-82.442261;-97.825630
673605;-18.583813;-54.770927;-82.619667;-97.890305
675606;-18.892389;-55.033485;-82.796242;-97.954010
677642;-19.200802;-55.295528;-82.972015;-98.016754
679613;-19.509026;-55.557014;-83.146957;-98.078522
681608;-19.817057;-55.817963;-83.321083;-98.139336
683605;-20.124868;-56.078331;-83.494385;-98.199165
685610;-20.432505;-56.338173;-83.666870;-98.258034
687608;-20.739916;-56.597435;-83.838509;-98.315933
689639;-21.047146;-56.856163;-84.009338;-98.372856
691606;-21.354168;-57.114323;-84.179344;-98.428810
693602;-21.660980;-57.371922;-84.348511;-98.483803
695607;-21.967579;-57.628952;-84.516846;-98.537811
697605;-22.273960;-57.885422;-84.684357;-98.590858
699682;-22.580097;-58.141293;-84.851006;-98.642921
701631;-22.886036;-58.396614;-85.016838;-98.694016
703627;-23.191748;-58.651360;-85.181824;-98.744133
705630;-23.497232;-58.905525;-85.345978;-98.793282
707621;-23.802485;-59.159100;-85.509285;-98.841461
709628;-24.107500;-59.412098;-85.671745;-98.888649
711642;-24.412256;-59.664501;-85.833359;-98.934868
713607;-24.716795;-59.916317;-85.994125;-98.980110
715604;-25.021088;-60.167549;-86.154045;-99.024368
717606;-25.325138;-60.418190;-86.313126;-99.067665
719606;-25.628933;-60.668228;-86.471344;-99.109970
721692;-25.932476;-60.917675;-86.628708;-99.151306
723633;-26.235741;-61.166500;-86.785210;-99.191658
725633;-26.538771;-61.414738;-86.940857;-99.231026
727629;-26.841539;-61.662365;-87.095657;-99.269424
729630;-27.144041;-61.909389;-87.249603;-99.306847
731623;-27.446276;-62.155807;-87.402679;-99.343277
733640;-27.748240;-62.401604;-87.554893;-99.378731
735633;-28.049908;-62.646770;-87.706223;-99.413208
737627;-28.351297;-62.891315;-87.856705;-99.446701
739626;-28.652430;-63.135254;-88.006317;-99.479218
741626;-28.953281;-63.378578;-88.155067;-99.510742
743647;-29.253843;-63.621269;-88.302940;-99.541290
745609;-29.554098;-63.863327;-88.449944;-99.570854
747607;-29.854084;-64.104759;-88.596077;-99.599434
749606;-30.153772;-64.345566;-88.741333;-99.627029
751607;-30.453163;-64.585732;-88.885719;-99.653648
753602;-30.752254;-64.825264;-89.029221;-99.679283
755645;-31.051043;-65.064156;-89.171852;-99.703934
757634;-31.349501;-65.302391;-89.313583;-99.727592
759628;-31.647673;-65.539993;-89.454453;-99.750275
761624;-31.945532;-65.776955;-89.594437;-99.771973
763624;-32.243076;-66.013268;-89.733528;-99.792679
765646;-32.540302;-66.248924;-89.871750;-99.812408
767606;-32.837208;-66.483925;-90.009079;-99.831161
769609;-33.133766;-66.718254;-90.145508;-99.848907
771609;-33.430019;-66.951942;-90.281052;-99.865677
773606;-33.725945;-67.184982;-90.415710;-99.881462
775638;-34.021534;-67.417336;-90.549469;-99.896263
777609;-34.316792;-67.649040;-90.682343;-99.910065
779612;-34.611706;-67.880074;-90.814316;-99.922905
781605;-34.906258;-68.110420;-90.945389;-99.934746
783608;-35.200489;-68.340111;-91.075577;-99.945602
785611;-35.494373;-68.569122;-91.204849;-99.955460
787648;-35.787903;-68.797470;-91.333237;-99.964348
789628;-36.081081;-69.025124;-91.460716;-99.972244
791626;-36.373882;-69.252083;-91.587280;-99.979141
793632;-36.666325;-69.478363;-91.712952;-99.985077
795631;-36.958427;-69.703972;-91.837715;-99.990005
797645;-37.250168;-69.928894;-91.961586;-99.993958
799609;-37.541534;-70.153130;-92.084541;-99.996918
801607;-37.832535;-70.376663;-92.206589;-99.998894
803606;-38.123161;-70.599510;-92.327713;-99.999870
805616;-38.413387;-70.821640;-92.447937;-99.999878
807601;-38.703259;-71.043083;-92.567245;-99.998894
809644;-38.992748;-71.263840;-92.685654;-99.996910
811628;-39.281853;-71.483871;-92.803131;-99.993950
813627;-39.570568;-71.703217;-92.919708;-99.990005
815633;-39.858894;-71.921852;-93.035355;-99.985077
817627;-40.146805;-72.139755;-93.150078;-99.979149
819642;-40.434341;-72.356964;-93.263885;-99.972237
821607;-40.721478;-72.573456;-93.376785;-99.964348
823605;-41.008209;-72.789230;-93.488754;-99.955460
825607;-41.294540;-73.004295;-93.599808;-99.945595
827610;-41.580467;-73.218628;-93.709930;-99.934731
829716;-41.865955;-73.432228;-93.819130;-99.922905
831632;-42.151054;-73.645126;-93.927399;-99.910080
833622;-42.435734;-73.857292;-94.034744;-99.896263
835630;-42.720001;-74.068726;-94.141159;-99.881462
837623;-43.003841;-74.279427;-94.246651;-99.865677
839626;-43.287262;-74.489403;-94.351219;-99.848907
841640;-43.570229;-74.698624;-94.454834;-99.831154
843613;-43.852791;-74.907127;-94.557533;-99.812408
845610;-44.134895;-75.114868;-94.659279;-99.792686
847607;-44.416592;-75.321892;-94.760117;-99.771973
849612;-44.697845;-75.528168;-94.860008;-99.750282
851613;-44.978657;-75.733696;-94.958961;-99.727592
853645;-45.259007;-75.938461;-95.056984;-99.703934
855632;-45.538925;-76.142494;-95.154060;-99.679276
857627;-45.818401;-76.345779;-95.250198;-99.653648
859630;-46.097420;-76.548309;-95.345413;-99.627029
861626;-46.375988;-76.750084;-95.439674;-99.599434
863642;-46.654095;-76.951088;-95.532982;-99.570847
865607;-46.931721;-77.151337;-95.625366;-99.541298
867600;-47.208904;-77.350830;-95.716789;-99.510742
869607;-47.485622;-77.549568;-95.807281;-99.479210
871607;-47.761871;-77.747520;-95.896828;-99.446701
873602;-48.037647;-77.944717;-95.985420;-99.413208
875642;-48.312950;-78.141144;-96.073067;-99.378731
877626;-48.587757;-78.336784;-96.159760;-99.343277
879629;-48.862106;-78.531677;-96.245514;-99.306839
881624;-49.135971;-78.725792;-96.330322;-99.269424
883628;-49.409351;-78.919113;-96.414169;-99.231026
885646;-49.682243;-79.111671;-96.497070;-99.191658
887629;-49.954624;-79.303429;-96.579002;-99.151299
889627;-50.226532;-79.494415;-96.660004;-99.109970
891628;-50.497948;-79.684624;-96.740044;-99.067665
893626;-50.768864;-79.874039;-96.819122;-99.024368
895672;-51.039280;-80.062675;-96.897255;-98.980103
897634;-51.309193;-80.250511;-96.974434;-98.934868
899627;-51.578552;-80.437531;-97.050629;-98.888649
901622;-51.847446;-80.623787;-97.125885;-98.841454
903625;-52.115829;-80.809250;-97.200188;-98.793282
905634;-52.383698;-80.993904;-97.273529;-98.744133
907645;-52.651054;-81.177773;-97.345909;-98.694016
909637;-52.917885;-81.360832;-97.417328;-98.642921
911621;-53.184174;-81.543076;-97.487785;-98.590858
913624;-53.449959;-81.724525;-97.557281;-98.537811
915627;-53.715218;-81.905174;-97.625809;-98.483810
917707;-53.979946;-82.085014;-97.693382;-98.428818
919631;-54.244137;-82.264038;-97.759987;-98.372856
921626;-54.507797;-82.442253;-97.825638;-98.315933
923630;-54.770897;-82.619644;-97.890297;-98.258034
925627;-55.033482;-82.796227;-97.954010;-98.199173
927622;-55.295517;-82.972000;-98.016739;-98.139336
929640;-55.557007;-83.146942;-98.078522;-98.078522
931627;-55.817951;-83.321083;-98.139336;-98.016754
933625;-56.078346;-83.494392;-98.199165;-97.954010
935628;-56.338161;-83.666855;-98.258034;-97.890305
937628;-56.597446;-83.838509;-98.315933;-97.825630
939645;-56.856174;-84.009346;-98.372856;-97.759995
941609;-57.114334;-84.179344;-98.428818;-97.693382
943602;-57.371933;-84.348511;-98.483803;-97.625824
945601;-57.628967;-84.516846;-98.537811;-97.557281
947608;-57.885414;-84.684349;-98.590851;-97.487793
949609;-58.141304;-84.851006;-98.642921;-97.417343
951647;-58.396626;-85.016846;-98.694023;-97.345917
953607;-58.651344;-85.181824;-98.744133;-97.273544
955609;-58.905514;-85.345970;-98.793282;-97.200203
957609;-59.159096;-85.509277;-98.841446;-97.125900
959609;-59.412075;-85.671730;-98.888649;-97.050652
961645;-59.664490;-85.833344;-98.934860;-96.974434
963613;-59.916313;-85.994125;-98.980103;-96.897270
965609;-60.167545;-86.154045;-99.024376;-96.819138
967607;-60.418182;-86.313118;-99.067665;-96.740051
969606;-60.668224;-86.471329;-99.109970;-96.660011
971609;-60.917645;-86.628685;-99.151299;-96.579018
973632;-61.166489;-86.785194;-99.191650;-96.497070
975613;-61.414730;-86.940857;-99.231026;-96.414177
977611;-61.662357;-87.095657;-99.269424;-96.330330
979609;-61.909382;-87.249588;-99.306847;-96.245529
981607;-62.155796;-87.402672;-99.343285;-96.159775
983701;-62.401573;-87.554871;-99.378731;-96.073082
985636;-62.646759;-87.706223;-99.413208;-95.985428
987628;-62.891323;-87.856697;-99.446701;-95.896835
989627;-63.135265;-88.006317;-99.479210;-95.807289
991624;-63.378590;-88.155067;-99.510742;-95.716805
993626;-63.621284;-88.302948;-99.541290;-95.625374
995638;-63.863338;-88.449951;-99.570862;-95.533005
997611;-64.104774;-88.596077;-99.599434;-95.439682
999604;-64.345573;-88.741341;-99.627029;-95.345421
1001602;-64.585747;-88.885719;-99.653648;-95.250214
1003611;-64.825279;-89.029228;-99.679283;-95.154076
1005647;-65.064171;-89.171852;-99.703934;-95.056984
1007610;-65.302383;-89.313576;-99.727592;-94.958984
1009607;-65.539993;-89.454445;-99.750282;-94.860031
1011606;-65.776947;-89.594429;-99.771973;-94.760132
1013606;-66.013260;-89.733528;-99.792686;-94.659302
1015606;-66.248917;-89.871750;-99.812408;-94.557549
1017638;-66.483917;-90.009064;-99.831154;-94.454849
1019606;-66.718254;-90.145493;-99.848900;-94.351219
1021610;-66.951942;-90.281044;-99.865685;-94.246674
1023608;-67.184967;-90.415703;-99.881454;-94.141174
1025608;-67.417336;-90.549469;-99.896263;-94.034767
1027697;-67.649033;-90.682327;-99.910072;-93.927406
1029630;-67.880043;-90.814301;-99.922905;-93.819145
1031626;-68.110413;-90.945389;-99.934746;-93.709946
1033623;-68.340096;-91.075554;-99.945595;-93.599815
1035627;-68.569115;-91.204849;-99.955460;-93.488777
1037625;-68.797455;-91.333237;-99.964348;-93.376801
1039638;-69.025116;-91.460709;-99.972244;-93.263901
1041629;-69.252083;-91.587280;-99.979149;-93.150101
1043625;-69.478378;-91.712959;-99.985069;-93.035362
1045633;-69.703987;-91.837723;-99.990013;-92.919716
1047627;-69.928902;-91.961586;-99.993942;-92.803139
1049646;-70.153137;-92.084541;-99.996910;-92.685654
1051605;-70.376678;-92.206589;-99.998894;-92.567268
1053605;-70.599503;-92.327713;-99.999878;-92.447952
1055608;-70.821648;-92.447945;-99.999878;-92.327728
1057606;-71.043098;-92.567253;-99.998894;-92.206596
1059607;-71.263847;-92.685654;-99.996910;-92.084541
