timestamp,superwatch_wave[0],superwatch_wave[10],superwatch_wave[11],superwatch_wave[12],superwatch_wave[13],superwatch_wave[14],superwatch_wave[15],superwatch_wave[1],superwatch_wave[2],superwatch_wave[3],superwatch_wave[4],superwatch_wave[5],superwatch_wave[6],superwatch_wave[7],superwatch_wave[8],superwatch_wave[9]
0.000000,-91.01,93.65,73.11,41.44,3.46,-35.05,-68.23,-99.94,-93.65,-73.11,-41.44,-3.46,35.05,68.23,91.01,99.94
0.001020,-91.27,93.43,72.68,40.86,2.83,-35.64,-68.68,-99.96,-93.43,-72.68,-40.86,-2.83,35.64,68.68,91.27,99.96
0.002022,-91.52,93.21,72.25,40.29,2.20,-36.23,-69.14,-99.98,-93.21,-72.25,-40.29,-2.20,36.23,69.14,91.52,99.98
0.003018,-91.78,92.98,71.81,39.71,1.57,-36.81,-69.59,-99.99,-92.98,-71.81,-39.71,-1.57,36.81,69.59,91.78,99.99
0.004018,-92.02,92.74,71.37,39.14,0.94,-37.40,-70.04,-100.00,-92.74,-71.37,-39.14,-0.94,37.40,70.04,92.02,100.00
0.005016,-92.27,92.51,70.93,38.56,0.31,-37.98,-70.49,-100.00,-92.51,-70.93,-38.56,-0.31,37.98,70.49,92.27,100.00
0.006018,-92.51,92.27,70.49,37.98,-0.31,-38.56,-70.93,-100.00,-92.27,-70.49,-37.98,0.31,38.56,70.93,92.51,100.00
0.007014,-92.74,92.02,70.04,37.40,-0.94,-39.14,-71.37,-100.00,-92.02,-70.04,-37.40,0.94,39.14,71.37,92.74,100.00
0.008024,-92.98,91.78,69.59,36.81,-1.57,-39.71,-71.81,-99.99,-91.78,-69.59,-36.81,1.57,39.71,71.81,92.98,99.99
0.009017,-93.21,91.52,69.14,36.23,-2.20,-40.29,-72.25,-99.98,-91.52,-69.14,-36.23,2.20,40.29,72.25,93.21,99.98
0.010020,-93.43,91.27,68.68,35.64,-2.83,-40.86,-72.68,-99.96,-91.27,-68.68,-35.64,2.83,40.86,72.68,93.43,99.96
0.011016,-93.65,91.01,68.23,35.05,-3.46,-41.44,-73.11,-99.94,-91.01,-68.23,-35.05,3.46,41.44,73.11,93.65,99.94
0.012016,-93.87,90.75,67.76,34.46,-4.08,-42.01,-73.54,-99.92,-90.75,-67.76,-34.46,4.08,42.01,73.54,93.87,99.92
0.013016,-94.09,90.48,67.30,33.87,-4.71,-42.58,-73.96,-99.89,-90.48,-67.30,-33.87,4.71,42.58,73.96,94.09,99.89
0.014016,-94.30,90.21,66.84,33.28,-5.34,-43.15,-74.38,-99.86,-90.21,-66.84,-33.28,5.34,43.15,74.38,94.30,99.86
0.015014,-94.51,89.94,66.37,32.69,-5.97,-43.71,-74.80,-99.82,-89.94,-66.37,-32.69,5.97,43.71,74.80,94.51,99.82
0.016015,-94.71,89.66,65.90,32.09,-6.59,-44.28,-75.22,-99.78,-89.66,-65.90,-32.09,6.59,44.28,75.22,94.71,99.78
0.017015,-94.91,89.38,65.42,31.50,-7.22,-44.84,-75.63,-99.74,-89.38,-65.42,-31.50,7.22,44.84,75.63,94.91,99.74
0.018014,-95.11,89.10,64.94,30.90,-7.85,-45.40,-76.04,-99.69,-89.10,-64.94,-30.90,7.85,45.40,76.04,95.11,99.69
0.019023,-95.30,88.81,64.47,30.30,-8.47,-45.96,-76.45,-99.64,-88.81,-64.47,-30.30,8.47,45.96,76.45,95.30,99.64
0.020018,-95.49,88.52,63.98,29.70,-9.10,-46.52,-76.85,-99.59,-88.52,-63.98,-29.70,9.10,46.52,76.85,95.49,99.59
0.021015,-95.67,88.23,63.50,29.10,-9.72,-47.07,-77.25,-99.53,-88.23,-63.50,-29.10,9.72,47.07,77.25,95.67,99.53
0.022015,-95.85,87.93,63.01,28.50,-10.35,-47.62,-77.65,-99.46,-87.93,-63.01,-28.50,10.35,47.62,77.65,95.85,99.46
0.023016,-96.03,87.63,62.52,27.90,-10.97,-48.18,-78.04,-99.40,-87.63,-62.52,-27.90,10.97,48.18,78.04,96.03,99.40
0.024015,-96.20,87.33,62.03,27.30,-11.60,-48.72,-78.43,-99.33,-87.33,-62.03,-27.30,11.60,48.73,78.43,96.20,99.33
0.025014,-96.37,87.02,61.54,26.69,-12.22,-49.27,-78.82,-99.25,-87.02,-61.54,-26.69,12.22,49.27,78.82,96.37,99.25
0.026015,-96.54,86.71,61.04,26.08,-12.84,-49.82,-79.21,-99.17,-86.71,-61.04,-26.08,12.84,49.82,79.21,96.54,99.17
0.027013,-96.70,86.39,60.54,25.48,-13.47,-50.36,-79.59,-99.09,-86.39,-60.54,-25.48,13.47,50.36,79.59,96.70,99.09
0.028013,-96.86,86.07,60.04,24.87,-14.09,-50.90,-79.97,-99.00,-86.07,-60.04,-24.87,14.09,50.90,79.97,96.86,99.00
0.029015,-97.01,85.75,59.54,24.26,-14.71,-51.44,-80.34,-98.91,-85.75,-59.54,-24.26,14.71,51.44,80.34,97.01,98.91
0.030021,-97.16,85.43,59.03,23.65,-15.33,-51.98,-80.72,-98.82,-85.43,-59.03,-23.65,15.33,51.98,80.72,97.16,98.82
0.031012,-97.31,85.10,58.52,23.04,-15.95,-52.52,-81.09,-98.72,-85.10,-58.52,-23.04,15.95,52.52,81.09,97.31,98.72
0.032014,-97.45,84.77,58.01,22.43,-16.57,-53.05,-81.45,-98.62,-84.77,-58.01,-22.43,16.57,53.05,81.45,97.45,98.62
0.033013,-97.59,84.43,57.50,21.81,-17.19,-53.58,-81.81,-98.51,-84.43,-57.50,-21.81,17.19,53.58,81.81,97.59,98.51
0.034013,-97.73,84.09,56.99,21.20,-17.81,-54.11,-82.17,-98.40,-84.09,-56.99,-21.20,17.81,54.11,82.17,97.73,98.40
0.035014,-97.86,83.75,56.47,20.59,-18.43,-54.64,-82.53,-98.29,-83.75,-56.47,-20.59,18.43,54.64,82.53,97.86,98.29
0.036012,-97.99,83.41,55.95,19.97,-19.05,-55.16,-82.88,-98.17,-83.41,-55.95,-19.97,19.05,55.16,82.88,97.99,98.17
0.037014,-98.11,83.06,55.43,19.35,-19.66,-55.69,-83.23,-98.05,-83.06,-55.43,-19.35,19.66,55.69,83.23,98.11,98.05
0.038014,-98.23,82.71,54.90,18.74,-20.28,-56.21,-83.58,-97.92,-82.71,-54.90,-18.74,20.28,56.21,83.58,98.23,97.92
0.039013,-98.34,82.35,54.38,18.12,-20.89,-56.73,-83.92,-97.79,-82.35,-54.38,-18.12,20.89,56.73,83.92,98.34,97.79
0.040014,-98.46,82.00,53.85,17.50,-21.51,-57.24,-84.26,-97.66,-82.00,-53.85,-17.50,21.51,57.24,84.26,98.46,97.66
0.041020,-98.56,81.63,53.32,16.88,-22.12,-57.76,-84.60,-97.52,-81.63,-53.32,-16.88,22.12,57.76,84.60,98.56,97.52
0.042012,-98.67,81.27,52.78,16.26,-22.73,-58.27,-84.93,-97.38,-81.27,-52.78,-16.26,22.73,58.27,84.93,98.67,97.38
0.043015,-98.77,80.90,52.25,15.64,-23.34,-58.78,-85.26,-97.24,-80.90,-52.25,-15.64,23.34,58.78,85.26,98.77,97.24
0.044014,-98.87,80.53,51.71,15.02,-23.96,-59.29,-85.59,-97.09,-80.53,-51.71,-15.02,23.96,59.29,85.59,98.87,97.09
0.045013,-98.96,80.16,51.17,14.40,-24.56,-59.79,-85.91,-96.94,-80.16,-51.17,-14.40,24.56,59.79,85.91,98.96,96.94
0.046015,-99.05,79.78,50.63,13.78,-25.17,-60.29,-86.23,-96.78,-79.78,-50.63,-13.78,25.17,60.29,86.23,99.05,96.78
0.047013,-99.13,79.40,50.09,13.16,-25.78,-60.79,-86.55,-96.62,-79.40,-50.09,-13.16,25.78,60.79,86.55,99.13,96.62
0.048013,-99.21,79.02,49.55,12.53,-26.39,-61.29,-86.86,-96.46,-79.02,-49.55,-12.53,26.39,61.29,86.86,99.21,96.46
0.049014,-99.29,78.63,49.00,11.91,-26.99,-61.79,-87.17,-96.29,-78.63,-49.00,-11.91,26.99,61.79,87.17,99.29,96.29
0.050015,-99.36,78.24,48.45,11.29,-27.60,-62.28,-87.48,-96.12,-78.24,-48.45,-11.29,27.60,62.28,87.48,99.36,96.12
0.051015,-99.43,77.85,47.90,10.66,-28.20,-62.77,-87.78,-95.94,-77.85,-47.90,-10.66,28.20,62.77,87.78,99.43,95.94
0.052018,-99.50,77.45,47.35,10.04,-28.80,-63.26,-88.08,-95.76,-77.45,-47.35,-10.04,28.80,63.26,88.08,99.50,95.76
0.053015,-99.56,77.05,46.79,9.41,-29.40,-63.74,-88.38,-95.58,-77.05,-46.79,-9.41,29.40,63.74,88.38,99.56,95.58
0.054015,-99.61,76.65,46.24,8.79,-30.00,-64.23,-88.67,-95.39,-76.65,-46.24,-8.79,30.00,64.23,88.67,99.61,95.39
0.055014,-99.67,76.24,45.68,8.16,-30.60,-64.71,-88.96,-95.20,-76.24,-45.68,-8.16,30.60,64.71,88.96,99.67,95.20
0.056015,-99.72,75.84,45.12,7.53,-31.20,-65.18,-89.24,-95.01,-75.84,-45.12,-7.53,31.20,65.18,89.24,99.72,95.01
0.057014,-99.76,75.43,44.56,6.91,-31.80,-65.66,-89.52,-94.81,-75.43,-44.56,-6.91,31.80,65.66,89.52,99.76,94.81
0.058016,-99.80,75.01,43.99,6.28,-32.39,-66.13,-89.80,-94.61,-75.01,-43.99,-6.28,32.39,66.13,89.80,99.80,94.61
0.059013,-99.84,74.59,43.43,5.65,-32.99,-66.60,-90.08,-94.40,-74.59,-43.43,-5.65,32.99,66.60,90.08,99.84,94.40
0.060015,-99.87,74.17,42.86,5.02,-33.58,-67.07,-90.35,-94.19,-74.17,-42.86,-5.02,33.58,67.07,90.35,99.87,94.19
0.061013,-99.90,73.75,42.29,4.40,-34.17,-67.53,-90.62,-93.98,-73.75,-42.29,-4.40,34.17,67.53,90.62,99.90,93.98
0.062013,-99.93,73.33,41.72,3.77,-34.76,-68.00,-90.88,-93.76,-73.33,-41.72,-3.77,34.76,68.00,90.88,99.93,93.76
0.063022,-99.95,72.90,41.15,3.14,-35.35,-68.45,-91.14,-93.54,-72.90,-41.15,-3.14,35.35,68.45,91.14,99.95,93.54
0.064014,-99.97,72.47,40.58,2.51,-35.93,-68.91,-91.40,-93.32,-72.47,-40.58,-2.51,35.93,68.91,91.40,99.97,93.32
0.065016,-99.98,72.03,40.00,1.88,-36.52,-69.37,-91.65,-93.09,-72.03,-40.00,-1.88,36.52,69.37,91.65,99.98,93.09
0.066013,-99.99,71.59,39.43,1.26,-37.10,-69.82,-91.90,-92.86,-71.59,-39.43,-1.26,37.10,69.82,91.90,99.99,92.86
0.067011,-100.00,71.15,38.85,0.63,-37.69,-70.27,-92.15,-92.63,-71.15,-38.85,-0.63,37.69,70.27,92.15,100.00,92.63
0.068015,-100.00,70.71,38.27,-0.00,-38.27,-70.71,-92.39,-92.39,-70.71,-38.27,0.00,38.27,70.71,92.39,100.00,92.39
0.069015,-100.00,70.26,37.69,-0.63,-38.85,-71.15,-92.63,-92.15,-70.26,-37.69,0.63,38.85,71.15,92.63,100.00,92.15
0.070014,-99.99,69.82,37.10,-1.26,-39.43,-71.59,-92.86,-91.90,-69.82,-37.10,1.26,39.43,71.59,92.86,99.99,91.90
0.071012,-99.98,69.37,36.52,-1.88,-40.00,-72.03,-93.09,-91.65,-69.37,-36.52,1.88,40.00,72.03,93.09,99.98,91.65
0.072012,-99.97,68.91,35.93,-2.51,-40.58,-72.47,-93.32,-91.40,-68.91,-35.93,2.51,40.58,72.47,93.32,99.97,91.40
0.073013,-99.95,68.45,35.35,-3.14,-41.15,-72.90,-93.54,-91.14,-68.45,-35.35,3.14,41.15,72.90,93.54,99.95,91.14
0.074019,-99.93,68.00,34.76,-3.77,-41.72,-73.33,-93.76,-90.88,-68.00,-34.76,3.77,41.72,73.33,93.76,99.93,90.88
0.075015,-99.90,67.53,34.17,-4.40,-42.29,-73.75,-93.98,-90.62,-67.53,-34.17,4.40,42.29,73.75,93.98,99.90,90.62
0.076075,-99.87,67.07,33.58,-5.02,-42.86,-74.17,-94.19,-90.35,-67.07,-33.58,5.02,42.86,74.17,94.19,99.87,90.35
0.077011,-99.84,66.60,32.99,-5.65,-43.43,-74.59,-94.40,-90.08,-66.60,-32.99,5.65,43.43,74.59,94.40,99.84,90.08
0.078011,-99.80,66.13,32.39,-6.28,-43.99,-75.01,-94.61,-89.80,-66.13,-32.39,6.28,43.99,75.01,94.61,99.80,89.80
0.079013,-99.76,65.66,31.80,-6.91,-44.56,-75.43,-94.81,-89.52,-65.66,-31.80,6.91,44.56,75.43,94.81,99.76,89.52
0.080015,-99.72,65.18,31.20,-7.53,-45.12,-75.84,-95.01,-89.24,-65.18,-31.20,7.53,45.12,75.84,95.01,99.72,89.24
0.081011,-99.67,64.71,30.60,-8.16,-45.68,-76.24,-95.20,-88.96,-64.71,-30.60,8.16,45.68,76.24,95.20,99.67,88.96
0.082013,-99.61,64.23,30.00,-8.79,-46.24,-76.65,-95.39,-88.67,-64.23,-30.00,8.79,46.24,76.65,95.39,99.61,88.67
0.083009,-99.56,63.74,29.40,-9.41,-46.79,-77.05,-95.58,-88.38,-63.74,-29.40,9.41,46.79,77.05,95.58,99.56,88.38
0.084064,-99.50,63.26,28.80,-10.04,-47.35,-77.45,-95.76,-88.08,-63.26,-28.80,10.04,47.35,77.45,95.76,99.50,88.08
0.085017,-99.43,62.77,28.20,-10.66,-47.90,-77.85,-95.94,-87.78,-62.77,-28.20,10.66,47.90,77.85,95.94,99.43,87.78
0.086025,-99.36,62.28,27.60,-11.29,-48.45,-78.24,-96.12,-87.48,-62.28,-27.60,11.29,48.45,78.24,96.12,99.36,87.48
0.087011,-99.29,61.79,26.99,-11.91,-49.00,-78.63,-96.29,-87.17,-61.79,-26.99,11.91,49.00,78.63,96.29,99.29,87.17
0.088012,-99.21,61.29,26.39,-12.53,-49.55,-79.02,-96.46,-86.86,-61.29,-26.39,12.53,49.55,79.02,96.46,99.21,86.86
0.089014,-99.13,60.79,25.78,-13.16,-50.09,-79.40,-96.62,-86.55,-60.79,-25.78,13.16,50.09,79.40,96.62,99.13,86.55
0.090014,-99.05,60.29,25.17,-13.78,-50.63,-79.78,-96.78,-86.23,-60.29,-25.17,13.78,50.63,79.78,96.78,99.05,86.23
0.091013,-98.96,59.79,24.56,-14.40,-51.17,-80.16,-96.94,-85.91,-59.79,-24.56,14.40,51.17,80.16,96.94,98.96,85.91
0.092012,-98.87,59.29,23.95,-15.02,-51.71,-80.53,-97.09,-85.59,-59.29,-23.96,15.02,51.71,80.53,97.09,98.87,85.59
0.093013,-98.77,58.78,23.34,-15.64,-52.25,-80.90,-97.24,-85.26,-58.78,-23.34,15.64,52.25,80.90,97.24,98.77,85.26
0.094013,-98.67,58.27,22.73,-16.26,-52.78,-81.27,-97.38,-84.93,-58.27,-22.73,16.26,52.78,81.27,97.38,98.67,84.93
0.095012,-98.56,57.76,22.12,-16.88,-53.32,-81.63,-97.52,-84.60,-57.76,-22.12,16.88,53.32,81.63,97.52,98.56,84.60
0.096018,-98.46,57.24,21.51,-17.50,-53.85,-82.00,-97.66,-84.26,-57.24,-21.51,17.50,53.85,82.00,97.66,98.46,84.26
0.097012,-98.34,56.73,20.89,-18.12,-54.38,-82.35,-97.79,-83.92,-56.73,-20.89,18.12,54.38,82.35,97.79,98.34,83.92
0.098011,-98.23,56.21,20.28,-18.74,-54.90,-82.71,-97.92,-83.58,-56.21,-20.28,18.74,54.90,82.71,97.92,98.23,83.58
0.099078,-98.11,55.69,19.66,-19.35,-55.43,-83.06,-98.05,-83.23,-55.69,-19.66,19.35,55.43,83.06,98.05,98.11,83.23
0.100014,-97.99,55.16,19.05,-19.97,-55.95,-83.41,-98.17,-82.88,-55.16,-19.05,19.97,55.95,83.41,98.17,97.99,82.88
0.101010,-97.86,54.64,18.43,-20.59,-56.47,-83.75,-98.29,-82.53,-54.64,-18.43,20.59,56.47,83.75,98.29,97.86,82.53
0.102091,-97.73,54.11,17.81,-21.20,-56.99,-84.09,-98.40,-82.17,-54.11,-17.81,21.20,56.99,84.09,98.40,97.73,82.17
0.103011,-97.59,53.58,17.19,-21.81,-57.50,-84.43,-98.51,-81.81,-53.58,-17.19,21.81,57.50,84.43,98.51,97.59,81.81
0.104014,-97.45,53.05,16.57,-22.43,-58.01,-84.77,-98.62,-81.45,-53.05,-16.57,22.43,58.01,84.77,98.62,97.45,81.45
0.105013,-97.31,52.52,15.95,-23.04,-58.52,-85.10,-98.72,-81.09,-52.52,-15.95,23.04,58.52,85.10,98.72,97.31,81.09
0.106014,-97.16,51.98,15.33,-23.65,-59.03,-85.43,-98.82,-80.72,-51.98,-15.33,23.65,59.03,85.43,98.82,97.16,80.72
0.107016,-97.01,51.44,14.71,-24.26,-59.54,-85.75,-98.91,-80.34,-51.44,-14.71,24.26,59.54,85.75,98.91,97.01,80.34
0.108010,-96.86,50.90,14.09,-24.87,-60.04,-86.07,-99.00,-79.97,-50.90,-14.09,24.87,60.04,86.07,99.00,96.86,79.97
0.109008,-96.70,50.36,13.47,-25.48,-60.54,-86.39,-99.09,-79.59,-50.36,-13.47,25.48,60.54,86.39,99.09,96.70,79.59
0.110092,-96.54,49.82,12.84,-26.08,-61.04,-86.71,-99.17,-79.21,-49.82,-12.84,26.08,61.04,86.71,99.17,96.54,79.21
0.111010,-96.37,49.27,12.22,-26.69,-61.54,-87.02,-99.25,-78.82,-49.27,-12.22,26.69,61.54,87.02,99.25,96.37,78.82
0.112010,-96.20,48.72,11.60,-27.30,-62.03,-87.33,-99.33,-78.43,-48.73,-11.60,27.30,62.03,87.33,99.33,96.20,78.43
0.113012,-96.03,48.18,10.97,-27.90,-62.52,-87.63,-99.40,-78.04,-48.18,-10.97,27.90,62.52,87.63,99.40,96.03,78.04
0.114012,-95.85,47.62,10.35,-28.50,-63.01,-87.93,-99.46,-77.65,-47.62,-10.35,28.50,63.01,87.93,99.46,95.85,77.65
0.115010,-95.67,47.07,9.72,-29.10,-63.50,-88.23,-99.53,-77.25,-47.07,-9.72,29.10,63.50,88.23,99.53,95.67,77.25
0.116012,-95.49,46.52,9.10,-29.70,-63.98,-88.52,-99.59,-76.85,-46.52,-9.10,29.70,63.98,88.52,99.59,95.49,76.85
0.117010,-95.30,45.96,8.47,-30.30,-64.47,-88.81,-99.64,-76.45,-45.96,-8.47,30.30,64.47,88.81,99.64,95.30,76.45
0.118014,-95.11,45.40,7.85,-30.90,-64.94,-89.10,-99.69,-76.04,-45.40,-7.85,30.90,64.94,89.10,99.69,95.11,76.04
0.119011,-94.91,44.84,7.22,-31.50,-65.42,-89.38,-99.74,-75.63,-44.84,-7.22,31.50,65.42,89.38,99.74,94.91,75.63
0.120027,-94.71,44.28,6.59,-32.09,-65.90,-89.66,-99.78,-75.22,-44.28,-6.59,32.09,65.90,89.66,99.78,94.71,75.22
0.121010,-94.51,43.71,5.97,-32.69,-66.37,-89.94,-99.82,-74.80,-43.71,-5.97,32.69,66.37,89.94,99.82,94.51,74.80
0.122011,-94.30,43.15,5.34,-33.28,-66.84,-90.21,-99.86,-74.38,-43.15,-5.34,33.28,66.84,90.21,99.86,94.30,74.38
0.123011,-94.09,42.58,4.71,-33.87,-67.30,-90.48,-99.89,-73.96,-42.58,-4.71,33.87,67.30,90.48,99.89,94.09,73.96
0.124011,-93.87,42.01,4.08,-34.46,-67.76,-90.75,-99.92,-73.54,-42.01,-4.08,34.46,67.76,90.75,99.92,93.87,73.54
0.125013,-93.65,41.44,3.46,-35.05,-68.23,-91.01,-99.94,-73.11,-41.44,-3.46,35.05,68.23,91.01,99.94,93.65,73.11
0.126011,-93.43,40.86,2.83,-35.64,-68.68,-91.27,-99.96,-72.68,-40.86,-2.83,35.64,68.68,91.27,99.96,93.43,72.68
0.127021,-93.21,40.29,2.20,-36.23,-69.14,-91.52,-99.98,-72.25,-40.29,-2.20,36.23,69.14,91.52,99.98,93.21,72.25
0.128009,-92.98,39.71,1.57,-36.81,-69.59,-91.78,-99.99,-71.81,-39.71,-1.57,36.81,69.59,91.78,99.99,92.98,71.81
0.129032,-92.74,39.14,0.94,-37.40,-70.04,-92.02,-100.00,-71.37,-39.14,-0.94,37.40,70.04,92.02,100.00,92.74,71.37
0.130013,-92.51,38.56,0.31,-37.98,-70.49,-92.27,-100.00,-70.93,-38.56,-0.31,37.98,70.49,92.27,100.00,92.51,70.93
0.131014,-92.27,37.98,-0.31,-38.56,-70.93,-92.51,-100.00,-70.49,-37.98,0.31,38.56,70.93,92.51,100.00,92.27,70.49
0.132011,-92.02,37.40,-0.94,-39.14,-71.37,-92.74,-100.00,-70.04,-37.40,0.94,39.14,71.37,92.74,100.00,92.02,70.04
0.133011,-91.78,36.81,-1.57,-39.71,-71.81,-92.98,-99.99,-69.59,-36.81,1.57,39.71,71.81,92.98,99.99,91.78,69.59
0.134010,-91.52,36.23,-2.20,-40.29,-72.25,-93.21,-99.98,-69.14,-36.23,2.20,40.29,72.25,93.21,99.98,91.52,69.14
0.135010,-91.27,35.64,-2.83,-40.86,-72.68,-93.43,-99.96,-68.68,-35.64,2.83,40.86,72.68,93.43,99.96,91.27,68.68
0.136011,-91.01,35.05,-3.46,-41.44,-73.11,-93.65,-99.94,-68.23,-35.05,3.46,41.44,73.11,93.65,99.94,91.01,68.23
0.137011,-90.75,34.46,-4.08,-42.01,-73.54,-93.87,-99.92,-67.76,-34.46,4.08,42.01,73.54,93.87,99.92,90.75,67.76
0.138010,-90.48,33.87,-4.71,-42.58,-73.96,-94.09,-99.89,-67.30,-33.87,4.71,42.58,73.96,94.09,99.89,90.48,67.30
0.139012,-90.21,33.28,-5.34,-43.15,-74.38,-94.30,-99.86,-66.84,-33.28,5.34,43.15,74.38,94.30,99.86,90.21,66.84
0.140018,-89.94,32.69,-5.97,-43.71,-74.80,-94.51,-99.82,-66.37,-32.69,5.97,43.71,74.80,94.51,99.82,89.94,66.37
0.141008,-89.66,32.09,-6.59,-44.28,-75.22,-94.71,-99.78,-65.90,-32.09,6.59,44.28,75.22,94.71,99.78,89.66,65.90
0.142098,-89.38,31.50,-7.22,-44.84,-75.63,-94.91,-99.74,-65.42,-31.50,7.22,44.84,75.63,94.91,99.74,89.38,65.42
0.143008,-89.10,30.90,-7.85,-45.40,-76.04,-95.11,-99.69,-64.94,-30.90,7.85,45.40,76.04,95.11,99.69,89.10,64.94
0.144010,-88.81,30.30,-8.47,-45.96,-76.45,-95.30,-99.64,-64.47,-30.30,8.47,45.96,76.45,95.30,99.64,88.81,64.47
0.145011,-88.52,29.70,-9.10,-46.52,-76.85,-95.49,-99.59,-63.98,-29.70,9.10,46.52,76.85,95.49,99.59,88.52,63.98
0.146012,-88.23,29.10,-9.72,-47.07,-77.25,-95.67,-99.53,-63.50,-29.10,9.72,47.07,77.25,95.67,99.53,88.23,63.50
0.147010,-87.93,28.50,-10.35,-47.62,-77.65,-95.85,-99.46,-63.01,-28.50,10.35,47.62,77.65,95.85,99.46,87.93,63.01
0.148012,-87.63,27.90,-10.97,-48.18,-78.04,-96.03,-99.40,-62.52,-27.90,10.97,48.18,78.04,96.03,99.40,87.63,62.52
0.149011,-87.33,27.30,-11.60,-48.72,-78.43,-96.20,-99.33,-62.03,-27.30,11.60,48.73,78.43,96.20,99.33,87.33,62.03
0.150012,-87.02,26.69,-12.22,-49.27,-78.82,-96.37,-99.25,-61.54,-26.69,12.22,49.27,78.82,96.37,99.25,87.02,61.54
0.151013,-86.71,26.08,-12.84,-49.82,-79.21,-96.54,-99.17,-61.04,-26.08,12.84,49.82,79.21,96.54,99.17,86.71,61.04
0.152008,-86.39,25.48,-13.47,-50.36,-79.59,-96.70,-99.09,-60.54,-25.48,13.47,50.36,79.59,96.70,99.09,86.39,60.54
0.153077,-86.07,24.87,-14.09,-50.90,-79.97,-96.86,-99.00,-60.04,-24.87,14.09,50.90,79.97,96.86,99.00,86.07,60.04
0.154009,-85.75,24.26,-14.71,-51.44,-80.34,-97.01,-98.91,-59.54,-24.26,14.71,51.44,80.34,97.01,98.91,85.75,59.54
0.155008,-85.43,23.65,-15.33,-51.98,-80.72,-97.16,-98.82,-59.03,-23.65,15.33,51.98,80.72,97.16,98.82,85.43,59.03
0.156012,-85.10,23.04,-15.95,-52.52,-81.09,-97.31,-98.72,-58.52,-23.04,15.95,52.52,81.09,97.31,98.72,85.10,58.52
0.157012,-84.77,22.43,-16.57,-53.05,-81.45,-97.45,-98.62,-58.01,-22.43,16.57,53.05,81.45,97.45,98.62,84.77,58.01
0.158011,-84.43,21.81,-17.19,-53.58,-81.81,-97.59,-98.51,-57.50,-21.81,17.19,53.58,81.81,97.59,98.51,84.43,57.50
0.159012,-84.09,21.20,-17.81,-54.11,-82.17,-97.73,-98.40,-56.99,-21.20,17.81,54.11,82.17,97.73,98.40,84.09,56.99
0.160012,-83.75,20.59,-18.43,-54.64,-82.53,-97.86,-98.29,-56.47,-20.59,18.43,54.64,82.53,97.86,98.29,83.75,56.47
0.161012,-83.41,19.97,-19.05,-55.16,-82.88,-97.99,-98.17,-55.95,-19.97,19.05,55.16,82.88,97.99,98.17,83.41,55.95
0.162015,-83.06,19.35,-19.66,-55.69,-83.23,-98.11,-98.05,-55.43,-19.35,19.66,55.69,83.23,98.11,98.05,83.06,55.43
0.163012,-82.71,18.74,-20.28,-56.21,-83.58,-98.23,-97.92,-54.90,-18.74,20.28,56.21,83.58,98.23,97.92,82.71,54.90
0.164060,-82.35,18.12,-20.89,-56.73,-83.92,-98.34,-97.79,-54.38,-18.12,20.89,56.73,83.92,98.34,97.79,82.35,54.38
0.165011,-82.00,17.50,-21.51,-57.24,-84.26,-98.46,-97.66,-53.85,-17.50,21.51,57.24,84.26,98.46,97.66,82.00,53.85
0.166009,-81.63,16.88,-22.12,-57.76,-84.60,-98.56,-97.52,-53.32,-16.88,22.12,57.76,84.60,98.56,97.52,81.63,53.32
0.167083,-81.27,16.26,-22.73,-58.27,-84.93,-98.67,-97.38,-52.78,-16.26,22.73,58.27,84.93,98.67,97.38,81.27,52.78
0.168008,-80.90,15.64,-23.34,-58.78,-85.26,-98.77,-97.24,-52.25,-15.64,23.34,58.78,85.26,98.77,97.24,80.90,52.25
0.169009,-80.53,15.02,-23.96,-59.29,-85.59,-98.87,-97.09,-51.71,-15.02,23.96,59.29,85.59,98.87,97.09,80.53,51.71
0.170014,-80.16,14.40,-24.56,-59.79,-85.91,-98.96,-96.94,-51.17,-14.40,24.56,59.79,85.91,98.96,96.94,80.16,51.17
0.171009,-79.78,13.78,-25.17,-60.29,-86.23,-99.05,-96.78,-50.63,-13.78,25.17,60.29,86.23,99.05,96.78,79.78,50.63
0.172010,-79.40,13.16,-25.78,-60.79,-86.55,-99.13,-96.62,-50.09,-13.16,25.78,60.79,86.55,99.13,96.62,79.40,50.09
0.173014,-79.02,12.53,-26.39,-61.29,-86.86,-99.21,-96.46,-49.55,-12.53,26.39,61.29,86.86,99.21,96.46,79.02,49.55
0.174009,-78.63,11.91,-26.99,-61.79,-87.17,-99.29,-96.29,-49.00,-11.91,26.99,61.79,87.17,99.29,96.29,78.63,49.00
0.175009,-78.24,11.29,-27.60,-62.28,-87.48,-99.36,-96.12,-48.45,-11.29,27.60,62.28,87.48,99.36,96.12,78.24,48.45
0.176010,-77.85,10.66,-28.20,-62.77,-87.78,-99.43,-95.94,-47.90,-10.66,28.20,62.77,87.78,99.43,95.94,77.85,47.90
0.177011,-77.45,10.04,-28.80,-63.26,-88.08,-99.50,-95.76,-47.35,-10.04,28.80,63.26,88.08,99.50,95.76,77.45,47.35
0.178010,-77.05,9.41,-29.40,-63.74,-88.38,-99.56,-95.58,-46.79,-9.41,29.40,63.74,88.38,99.56,95.58,77.05,46.79
