timestamp_us,ch00,ch01,ch02,ch03,ch04,ch05,ch06,ch07,ch08,ch09,ch10,ch11,ch12,ch13,ch14,ch15
6627122302,-90.21337890625,-99.857421875,-94.29906463623047,-74.38453674316406,-43.14561462402344,-5.338163375854492,33.28193283081055,66.83519744873047,90.21337890625,99.85741424560547,94.29905700683594,74.38450622558594,43.14558410644531,5.338225841522217,-33.282005310058594,-66.8351821899414
6627123302,-90.48269653320312,-99.88898468017578,-94.08808898925781,-73.96311950683594,-42.57792663574219,-4.710677146911621,33.873775482177734,67.3012466430664,90.48271179199219,99.88898468017578,94.08809661865234,73.96306610107422,42.57794189453125,4.710644721984863,-33.873809814453125,-67.30120086669922
6627124303,-90.74844360351562,-99.91661071777344,-93.8733901977539,-73.5387954711914,-42.00856399536133,-4.082910060882568,34.46428680419922,67.7646484375,90.74842834472656,99.91661071777344,93.87338256835938,73.53876495361328,42.00862121582031,4.082877159118652,-34.464271545410156,-67.76464080810547
6627125302,-91.0105972290039,-99.94029235839844,-93.65499114990234,-73.11155700683594,-41.437538146972656,-3.4550766944885254,35.053436279296875,68.22537994384766,91.01061248779297,99.94029235839844,93.65496826171875,73.11156463623047,41.43755340576172,3.4550440311431885,-35.053462982177734,-68.22539520263672
6627126303,-91.2691650390625,-99.96002960205078,-93.43289947509766,-72.68144226074219,-40.86488342285156,-2.827011823654175,35.64120101928711,68.68340301513672,91.26914978027344,99.96002960205078,93.4328842163086,72.68141174316406,40.86485290527344,2.8270745277404785,-35.641273498535156,-68.68339538574219
6627127302,-91.52410888671875,-99.97581481933594,-93.2071304321289,-72.24848175048828,-40.2906494140625,-2.1989307403564453,36.22751235961914,69.13868713378906,91.52410125732422,99.97581481933594,93.20711517333984,72.24845123291016,40.29062271118164,2.198993444442749,-36.22758865356445,-69.13867950439453
6627128302,-91.77545928955078,-99.98766326904297,-92.9776611328125,-71.8126449584961,-39.71479034423828,-1.5707625150680542,36.812442779541016,69.59127807617188,91.77546691894531,99.98766326904297,92.97766876220703,71.81258392333984,39.71480178833008,1.5707299709320068,-36.81247329711914,-69.59123229980469
6627129302,-92.02317810058594,-99.99555969238281,-92.74452209472656,-71.37396240234375,-39.13735580444336,-0.9424371719360352,37.39591598510742,70.04112243652344,92.02317810058594,99.99555969238281,92.74451446533203,71.37393951416016,39.137413024902344,0.9424046874046326,-37.39590072631836,-70.0411148071289
6627130307,-92.26727294921875,-99.99950408935547,-92.50772857666016,-70.9324722290039,-38.558380126953125,-0.3141700029373169,37.97791290283203,70.48820495605469,92.26728820800781,99.99950408935547,92.50769805908203,70.93247985839844,38.55839538574219,0.31413739919662476,-37.977943420410156,-70.48822784423828
6627131312,-92.50772857666016,-99.99950408935547,-92.26727294921875,-70.48817443847656,-37.97787857055664,0.31420499086380005,38.55841064453125,70.9324951171875,92.50772094726562,99.99950408935547,92.26726531982422,70.48815155029297,37.97785186767578,-0.3141421675682068,-38.55848693847656,-70.93247985839844
